12.1 22.7 77.5	-1
0.1	-0.000383416
0.2	-0.000593201
0.3	-0.000456345
0.4	0.000199082
0.5	0.001543806
0.6	0.003747694
0.7	0.006980718
0.8	0.011414669
0.9	0.017225777
1	0.024598452
1.2	0.044841031
1.4	0.074055185
1.6	0.115112499
1.8	0.173813829
2	0.26547243
2.3	0.553964485
2.7	1.532687466
3	2.680697707
3.3	2.510081152
3.7	1.240406902
4	0.805142355
4.5	0.548691692
5	0.456529397
5.5	0.3797863
6	0.296222015
7	0.156612014
8	0.081628597
9	0.050230634
10	0.038906331
11	0.042666291
12	0.117214885
13	0.190480143
14	0.242149832
15	0.293374236
16	0.336050048
17	0.361902523
18	0.364898384
20	0.310374571
22	0.22729704
24	0.158528895
26	0.110999199
28	0.079443484
30	0.058280333
32	0.043700017
34	0.033336196
36	0.025739871
38	0.020016674
40	0.015610059
45	0.008401698
50	0.00488747
55	0.003705139
60	0.003499514
65	0.003223921
70	0.003609642
80	0.014397843
90	0.032984216
100	0.043375313
120	0.028553552
140	0.007601667
160	0.002198678
180	0.000818
200	0.000816779
250	0.000813125
300	0.000859071
400	0.000560808
500	0.000360032
600	0.000235197
700	0.000287926
800	0.000635034
900	0.00043695
1000	0.000354148
2000	3.84695E-05
3000	1.04262E-05
4000	4.33256E-06
5000	2.1931E-06
6000	1.25949E-06
7000	7.89107E-07
8000	5.26783E-07
9000	3.69052E-07
10000	2.68546E-07
-1	-1

